ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Bibliographic Reference,Copyright Description,Copyright Type,Date of Creation,Date of Publication,Description,Description Type,Document,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Type,Keyword,Language_Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
04ce5ed0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-10-17,,,,,Listed building,Government of Jersey,HE1400,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"64, Rouge Bouillon",,0401400,GEOMETRYCOLLECTION (POINT (-2.107293 49.192687)),,64,
507fba50-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. White, J. 2018. What's Your Street's Story?: Ouaisne. [Unpublished talk]",,,2019-07-26,,,,,,,,,1. Société Jersiaise,,1. Sites and Monuments Database,Richmond Map,,"Les Ruisseaux House, Valley Road",,0100239,GEOMETRYCOLLECTION (POINT (-2.179347 49.182148)),,Les Ruisseaux House,
f178f600-1168-0138-9141-740f24312a1c,Field Number,St. Mary ,Parish,,,,2018-05-22,,,,,,,,,1. Jersey Heritage Archaeology collection ,,1. Artefacts (A/0010028-37),,,"Lithic Scatter, Fields MY141, MY142",,0800195,GEOMETRYCOLLECTION (POINT (-2.179831 49.248129)),,Lithic Scatter,
06443e70-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Leerson, M. 2017. What's Your Street's Story?: St Catherine and Archirondel. [Unpublished talk] ",,,,,,,,Listed building,Government of Jersey,MN0204,,1. Government of Jersey 2. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Plans (D/AL/A5/1764)",,,"Gibraltar House, Le Grand Côtil",,0700204,GEOMETRYCOLLECTION (POINT (-2.028927 49.219317)),,Gibraltar House,
2f155790-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-08-30,,,,,Listed building,Government of Jersey,PE0281,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Fontaine, La Rue des Sapins",,1000281,GEOMETRYCOLLECTION (POINT (-2.182769 49.21967)),,Fontaine,
fcaf9350-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-20,,,,,,,,,,,,Richmond Map,,"Fairfield, La Route de Vinchelez",,0900302,GEOMETRYCOLLECTION (POINT (-2.209135 49.242653)),,Fairfield,
f1712be0-1168-0138-9141-740f24312a1c,Postal Address,St. Mary,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.10.2017)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  ",,,2020-12-03,,,,,Listed building,Government of Jersey,MY0004,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Meadowside, La Rue Blouin",,0800004,GEOMETRYCOLLECTION (POINT (-2.163635 49.235498)),,Meadowside,
04c1f4e0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-09-30,,,,,Listed building,Government of Jersey,HE1035,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"31, Green Street",,0401035,GEOMETRYCOLLECTION (POINT (-2.104413 49.179357)),,31,
46af5060-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",,,2018-03-23,,,,,,,,,1. Jersey Archive 2. Société Jersiaise 3. Government of Jersey,,"1. Treasure Survey (L/A/06/H/3) 2. Sites and Monuments Database 3. Listing photographs, Historic Environment Resurvey",Richmond Map,,"La Sergine Mauresque, La Rue de la Mare Ballam",,0500180,GEOMETRYCOLLECTION (POINT (-2.137683 49.245499)),,La Sergine Mauresque,
f175cc10-1168-0138-9141-740f24312a1c,Postal Address,St. Mary ,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  ",,,2020-12-03,,,,,Listed building,Government of Jersey,MY0107,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"La Prairie, La Rue de la Prairie",,0800107,GEOMETRYCOLLECTION (POINT (-2.156958 49.234713)),,La Prairie,
46a8f680-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 14.02.2018)  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",,,2018-03-16,,,,,Listed building,Government of Jersey,JN0032,,1. Société Jersiaise 2. Government of Jersey 3. Jersey Archive,,"1. Sites and Monuments Database 2. Listing photographs, Historic Environment Resurvey 3. Treasure Survey (L/A/06/H/3)",Richmond Map,,"Beau Pré, La Grande Route de St. Jean ",,0500032,GEOMETRYCOLLECTION (POINT (-2.115124 49.231577)),,Beau Pré,
fcb26960-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-20,,,,,,,,,,,,,,"La Ville au Bas, La Ville au Bas",,0900377,GEOMETRYCOLLECTION (POINT (-2.214431 49.227438)),,La Ville au Bas,
b38eeaa0-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.04.2018)",,,2018-05-22,,,,,,,,,,,,,,"Gatepost '1890', La Route des Côtes du Nord",,1200260,GEOMETRYCOLLECTION (POINT (-2.069004 49.233732)),,Gatepost '1890',
04a96af0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-27,,,,,Listed building,Government of Jersey,HE0352,,1. Government of Jersey 2. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (D/AL/C4/212)",,,"3-5, New Street",,0400352,GEOMETRYCOLLECTION (POINT (-2.106719 49.184645)),,3-5,
29961190-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Foster, T. 2012. What's Your Street's Story?: Five Oaks. [Unpublished talk] Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2020-01-04,,,,,,,,,,,,,,"Site of Champion's Brick Works, Bagatelle Road",,1100103,GEOMETRYCOLLECTION (POINT (-2.081841 49.196979)),,Site of Champion's Brick Works,
46ade670-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-03-22,,,,,Listed building,Government of Jersey,JN0145,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Les Escaliers, La Rue de Fremont",,0500145,GEOMETRYCOLLECTION (POINT (-2.12892 49.249088)),,Les Escaliers,
063dea30-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,,,,,,,,,,,,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Bel Air, La Rue Belin",,0700024,GEOMETRYCOLLECTION (POINT (-2.047071 49.220468)),,Bel Air,
299843b0-1168-0138-9135-740f24312a1c,Field Number,St. Saviour,Parish,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",,,2020-02-04,,,,,,Government of Jersey,SA0327,,1. Société Jersiaise,,1. Sites and Monuments Database,,,"Clos de la Houguette, Field S338",,1100327,GEOMETRYCOLLECTION (POINT (-2.084331 49.201533)),,Clos de la Houguette,
064990c0-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,,,,2020-04-06,,,,,,,,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Canada Cottage, La Grande Route de Rozel",,0700359,GEOMETRYCOLLECTION (POINT (-2.049816 49.218608)),,Canada Cottage,
b38dba40-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. ",,,2018-05-18,,,,,,,,,1. Société Jersiaise,,1. Sites and Monuments Database,Richmond Map,,"Highfield Farm, La Route de la Trinité",,1200081,GEOMETRYCOLLECTION (POINT (-2.093904 49.225135)),,Highfield Farm,
fcadc000-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,,,,2018-12-19,,,,,Listed building,Government of Jersey,OU0282,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"La Fontaine des Yeux, La Grève de Lecq",,0900282,GEOMETRYCOLLECTION (POINT (-2.203308 49.247684)),,La Fontaine des Yeux,
04d44100-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-10-25,,,,,Listed building,Government of Jersey,HE1610,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"8 Windsor Villas, Val Plaisant",,0401610,GEOMETRYCOLLECTION (POINT (-2.102421 49.191887)),,8 Windsor Villas,
8b8a1cb0-1498-0138-c571-740f24312a1c,Postal Address,St. Clement,Parish," Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-03-12,,,,,Listed building,Government of Jersey,CL0096,,1. Government of Jersey 2. Jersey Archive ,,"1. Listing photographs, Historic Environment Resurvey 2. Report (D/AL/C2/690) ",,,"Belle Rive & Bell Rive Cottage, La Rue du Hocq",,0200096,GEOMETRYCOLLECTION (POINT (-2.061555 49.167666)),,Belle Rive & Bell Rive Cottage,
79732200-19c2-0138-c5a9-740f24312a1c,,St. John,Parish,,,,2018-05-22,,,,,,,,,,,,,,,,0500257,GEOMETRYCOLLECTION (POINT (-2.124298 49.251293)),,Axe,
298f39c0-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Corbet, F. L. M. 1998. A Biographical Dictionary of Jersey. Volume 2. Société Jersiaise, Jersey.  ",,,2020-01-04,,,,,Listed building,Government of Jersey,SA0117,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Les Champs, Bagot Road",,1100117,GEOMETRYCOLLECTION (POINT (-2.087855 49.180767)),,Les Champs,
fca7f580-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-19,,,,,Listed building,Government of Jersey,OU0167,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Le Vier Mont, Le Vier Mont",,0900167,GEOMETRYCOLLECTION (POINT (-2.218411 49.234526)),,Le Vier Mont,
04b1d710-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-30,,,,,Listed building,Government of Jersey,HE0580,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"13, Duhamel Place",,0400580,GEOMETRYCOLLECTION (POINT (-2.104885 49.187236)),,13,
06401720-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,,,,2019-05-30,,,,,Listed building,Government of Jersey,MN0077,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Sans Souci, Le Mont de la Crête",,0700077,GEOMETRYCOLLECTION (POINT (-2.026391 49.207354)),,Sans Souci,
5087d190-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Bonsor, N.R.P. 1969. The Jersey Railway. Oakwood Press, Usk. Burt, R.G. 1961. The Old Jersey Railways. Annual Bulletin of the Société Jersiaise, 18, 91-100. Catford, N. 2010. Disused Stations. Closed Railway Stations in the UK. Retrieved from http://www.disused-stations.org.uk/ (Date Accessed: 02.08.2019)",,,,,,,,,,,,1. Société Jersiaise Photographic Archive,,1. Photographs (SJPA/013894-6),Railway,,"Site of La Haule Railway Station, La Route de la Haule",,0100458,GEOMETRYCOLLECTION (POINT (-2.165622 49.19316)),,Site of La Haule Railway Station,
04bbcc20-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-09-10,,,,,Listed building,Government of Jersey,HE0868,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"10, Clarendon Road",,0400868,GEOMETRYCOLLECTION (POINT (-2.10356 49.192235)),,10,
04dc7dc0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,,,,,,,,,,1. Jersey Archive,,"1. Photographs (D/W/E1/5-6, L/A/75/A2/BUI/56/2, L/A/75/A2/BUI/58/10, L/A/75/A2/BUI/62/18, L/A/75/A2/BUI/72/21-22), report (L/A/06/F/121)",,,"Site of Tekel Lodge, Le Mont Cochon",,0400337,GEOMETRYCOLLECTION (POINT (-2.128905 49.196516)),,Site of Tekel Lodge,
04bb68c0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-09-10,,,,,Listed building,Government of Jersey,HE0857,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"26, Chevalier Road",,0400857,GEOMETRYCOLLECTION (POINT (-2.10175 49.188579)),,26,
2f12efd0-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  ",,,2018-08-30,,,,,Listed building,Government of Jersey,PE0240,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"The Hollies, Le Vieux Beaumont",,1000240,GEOMETRYCOLLECTION (POINT (-2.16515 49.203974)),,The Hollies,
fcb0eb90-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. ",,,2018-12-20,,,,,,,,,,,,,,"La Maison es Feuvre, La Rue du Coin",,0900335,GEOMETRYCOLLECTION (POINT (-2.199874 49.220821)),,La Maison es Feuvre,
04b74d20-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-09-06,,,,,Listed building,Government of Jersey,HE0727/HE1645,,1. Government of Jersey 2. Jersey Archive 3. Jersey Heritage Social History collection,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (L/A/75/A3/1/36A) 3. Postcard (JHTO/0000/00016/1337)",,,"Le Chatelet, Victoria Street",,0400727,GEOMETRYCOLLECTION (POINT (-2.104719 49.189022)),,Le Chatelet,
507988a0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) McCormack, J. 2009. Vernacular Architecture Group: Spring Conference Report. [Unpublished report] Romeril, L. 2013. What's Your Street's Story?: Noirmont & Portelet. [Unpublished talk] Romeril, L. 2016. Noirmont & Plemont. In: Romeril, L., et al. What’s Your Street’s Story?: Part Two. Jersey Heritage Trust, Jersey, 135-147. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",,,2019-07-23,,,,,Listed building,Government of Jersey,BR0078,,1. Government of Jersey  2. Société Jersiaise 3. Jersey Heritage Archaeology collection 4. Jersey Heritage Social History collection  5. Jersey Archive 6. Société Jersiaise Photographic Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Flints (A/0004497) 4. Booklet (JERSM/2001/00046), Postcards (JERSM/2004/00087/552-3, JERSM/2004/00087/555, JERSM/2004/00087/673) 5. Photographs (L/A/75/A3/1/472), Booklet (L/F/282/A/4) 6. Photographs (SJPA/004963-5, SJPA/008273, SJPA/033845)",Richmond Map,,"Old Portelet Inn, La Route de Noirmont",,0100078,GEOMETRYCOLLECTION (POINT (-2.173837 49.172914)),,Old Portelet Inn,
