ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Bibliographic Reference,Copyright Description,Copyright Type,Date of Creation,Date of Publication,Description,Description Type,Document,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Type,Keyword,Language_Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
04a89420-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-08-23,,,,,Listed building,Government of Jersey,HE0327,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"Victoria Hotel, Minden Place",,0400327,GEOMETRYCOLLECTION (POINT (-2.10252 49.186067)),,Victoria Hotel,
064838d0-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,,,,2020-03-06,,,,,Listed building,Government of Jersey,MN0210,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Water Pump, La Grande Route de Faldouet",,0700210,GEOMETRYCOLLECTION (POINT (-2.044083 49.215509)),,Water Pump,
04d08040-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-10-21,,,,,Listed building,Government of Jersey,HE1489,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"39, Halkett Place",,0401489,GEOMETRYCOLLECTION (POINT (-2.104796 49.185049)),,39,
2997aab0-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Burch, J. & Tilling, T. 2015. Douets A Laver. Jersey Lavoirs. The history and location of Jersey Lavoirs. Société Jersiaise, Jersey. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-02-04,,,,,Listed building,Government of Jersey,SA0225,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Lavoir, La Rue du Pre",,1100225,GEOMETRYCOLLECTION (POINT (-2.074613 49.197869)),,Lavoir,
574ccf1f-6e73-415a-ae4e-3db656327a8d,,Administrative Area Name,,Bibliographic Reference,Right Note,,,,,,,,,Folio_No,,Archive_Source Location,,Archive_Source Type,,,Place Address,,Primary Reference Number,,,Artefact Type,
84fb9e30-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-08-03,,,,,Listed building,Government of Jersey,GR0223/GR0258/GR0259,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"1-3 Glenmore Cottages, Gorey Village Main Road",,0300223,GEOMETRYCOLLECTION (POINT (-2.033654 49.196352)),,1-3 Glenmore Cottages,
4d1887d0-194c-0138-c58f-740f24312a1c,Postal Address,Grouville,Parish,,,,,,,,,,,,,1. Société Jersiaise,,"1. Fieldwalking cards, Sites and Monuments Database",,,,,0300335,GEOMETRYCOLLECTION (POINT (-2.038074 49.19491)),,Axe,
04d45360-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-10-25,,,,,,,,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"11, St James Street",,0401613,GEOMETRYCOLLECTION (POINT (-2.100361 49.183349)),,11,
507f8350-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,,,,,,,,,,,,,Richmond Map,,"Field House, La Route du Sud",,0100232,GEOMETRYCOLLECTION (POINT (-2.220841 49.181396)),,Field House,
04cb9bb0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. ",,,2019-10-16,,,,,Listed building,Government of Jersey,HE1321,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"27, Providence Street",,0401321,GEOMETRYCOLLECTION (POINT (-2.10119 49.18646)),,27,
8b880f10-1498-0138-c571-740f24312a1c,Postal Address,St. Clement,Parish," Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-03-12,,,,,Listed building,Government of Jersey,CL0047,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Hillside, La Rue de la Blinerie",,0200047,GEOMETRYCOLLECTION (POINT (-2.073048 49.174829)),,Hillside,
04bf87d0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-09-11,,,,,Listed building,Government of Jersey,HE0970,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"6-14, Don Road",,0400970,GEOMETRYCOLLECTION (POINT (-2.100887 49.182538)),,6-14,
46b001f0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 15.02.2018)  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",,,2018-03-23,,,,,Listed building,Government of Jersey,JN0199,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Le Grand Câtelet, La Route de St. Jean",,0500199,GEOMETRYCOLLECTION (POINT (-2.150914 49.243705)),,Le Grand Câtelet,
04bb7de0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-09-10,,,,,Listed building,Government of Jersey,HE0859,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"32, Chevalier Road",,0400859,GEOMETRYCOLLECTION (POINT (-2.101904 49.188813)),,32,
063f33d0-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,,,,2019-05-30,,,,,Listed building,Government of Jersey,MN0053,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Les Landes House, Le Mont des Landes",,0700053,GEOMETRYCOLLECTION (POINT (-2.032717 49.212182)),,Les Landes House,
0bfb0ee0-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 05.06.2018). McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2018-06-28,,,,,,,,,,,,Richmond Map,,"La Courtinerie, La Route de St Jean ",,0600043,GEOMETRYCOLLECTION (POINT (-2.123306 49.223433)),,La Courtinerie,
049e0dc0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-19,,,,,Listed building,Government of Jersey,HE0051,,1. Government of Jersey 2. Jersey Archive ,,"1. Listing photographs, Historic Environment Resurvey 2. Report (L/A/06/F/28), letter (L/A/06/F/56)  ",,,"1, Bond Street",,0400051,GEOMETRYCOLLECTION (POINT (-2.107172 49.183115)),,1,
fca372a0-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-18,,,,,Listed building,Government of Jersey,OU0027/OU0139,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"La Petite Fosse, La Petite Fosse",,0900027,GEOMETRYCOLLECTION (POINT (-2.203696 49.233155)),,La Petite Fosse,
04a72e60-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-08-20,,,,,Listed building,Government of Jersey,HE0290,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"37, Kensington Place",,0400290,GEOMETRYCOLLECTION (POINT (-2.113977 49.188001)),,37,
2f168120-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,,,,2018-08-30,,,,,,,,,1. Jersey Heritage Social History collection  ,,1. Certificate (JHT/2001/00004/182) ,,,"Site of Beaumont Academy, L'Hermitage Gardens",,1000263,GEOMETRYCOLLECTION (POINT (-2.159956 49.198836)),,Site of Beaumont Academy,
04c6e8d0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-10-01,,,,,Listed building,Government of Jersey,HE1190,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"Road Improvement Stone, Le Mont Cochon",,0401190,GEOMETRYCOLLECTION (POINT (-2.128234 49.20195)),,Road Improvement Stone,
29994c20-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,2020-02-04,,,,,,,,,,,,,,"St Bernard, La Route de Maufant",,1100332,GEOMETRYCOLLECTION (POINT (-2.066655 49.217916)),,St Bernard,
50828ae0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  ",,,2019-07-26,,,,,Listed building,Government of Jersey,BR0318,,1. Government of Jersey 2. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (P/09/A/630) ",Richmond Map,,"Bulwark House, Le Mont du Boulevard",,0100318,GEOMETRYCOLLECTION (POINT (-2.169458 49.18456)),,Bulwark House,
f1782ac0-1168-0138-9141-740f24312a1c,Field Number,St. Mary ,Parish,,,,2018-05-22,,,,,,,,,1. Société Jersiaise 2. Jersey Heritage Archaeology collection  3. Société Jersiaise,,1. Sites and Monuments Database 2. Artefacts (A/0003347)  3. Fieldwalking card,,,"Artefact Scatter Area, Field MY203",,0800170,GEOMETRYCOLLECTION (POINT (-2.16568 49.250505)),,Artefact Scatter Area,
064a6d10-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Burch, J. & Tilling, T. 2015. Douets A Laver. Jersey Lavoirs. The history and location of Jersey Lavoirs. Société Jersiaise, Jersey.",,,2020-03-06,,,,,,,,,,,,,,"Le Fontaines Lavoir, La Rue de la Fontaine",,0700333,GEOMETRYCOLLECTION (POINT (-2.051824 49.212299)),,Le Fontaines Lavoir,
04d08970-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-10-21,,,,,Listed building,Government of Jersey,HE1490,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"42, St Mark's Road",,0401490,GEOMETRYCOLLECTION (POINT (-2.100242 49.190562)),,42,
0bf36320-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 07.06.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-06-29,,,,,Listed building,Government of Jersey,LA0057,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Cherry Cottage, La Vallée de St Pierre",,0600057,GEOMETRYCOLLECTION (POINT (-2.154741 49.201896)),,Cherry Cottage,
f1780300-1168-0138-9141-740f24312a1c,Postal Address,St. Mary,Parish,,,,2018-05-22,,,,,,,,,1. Société Jersiaise 2. Jersey Heritage Archaeology collection ,,1. Sites and Monuments Database 2. Artefact (A/0006126) ,,,"Dolerite Axe, Ewtor Farm. , La Rue de Buttes ",,0800166,GEOMETRYCOLLECTION (POINT (-2.157027 49.238215)),,"Dolerite Axe, Ewtor Farm. ",
04aa53c0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-27,,,,,Listed building,Government of Jersey,HE0375,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"3, The Parade",,0400375,GEOMETRYCOLLECTION (POINT (-2.109879 49.186045)),,3,
f1739fa0-1168-0138-9141-740f24312a1c,Postal Address,St. Mary ,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  White, J. 2013. What's Your Street's Story?: St Mary's Village. [Unpublished talk]",,,2020-12-03,,,,,Listed building,Government of Jersey,MY0057,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",,,"The Rectory, La Route de Ste. Marie",,0800057,GEOMETRYCOLLECTION (POINT (-2.174576 49.235662)),,The Rectory,
507e6030-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Bonsor, N.R.P. 1969. The Jersey Railway. Oakwood Press, Usk. Burt, R.G. 1961. The Old Jersey Railways. Annual Bulletin of the Société Jersiaise, 18, 91-100. Catford, N. 2010. Disused Stations. Closed Railway Stations in the UK. Retrieved from http://www.disused-stations.org.uk/ (Date Accessed: 02.08.2019) Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2020-02-08,,,,,,,,,1. Jersey Archive ,,"1. Plans (sample of collection: D/AL/A4/810, D/AL/A5/333), Photographs (L/A/75/A2/BUI/15/5)",Railway,,"Site of first Corbiere Railway Station, La Rue de la Corbière",,0100200,GEOMETRYCOLLECTION (POINT (-2.230338 49.180491)),,Site of first Corbiere Railway Station,
0bfb64f0-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2018-06-29,,,,,,,,,,,,Richmond Map,,"Rhinefield Lodge, La Rue de la Ville Emphrie",,0600127,GEOMETRYCOLLECTION (POINT (-2.144585 49.208404)),,Rhinefield Lodge,
1330d26e-8711-11eb-8701-0275d4869ef4,Postal Address,St. Helier,Parish,"Field, J.J. 1972. Excavations at Hue Street, St Helier, Jersey. Annual Bulletin of the Société Jersiaise, 20, 331-7.  Hotton, C. 1996. Identification of archaeologically sensitive areas within the town of Saint Helier, Jersey, Channel Islands. [Unpublished report]",,,,,,,,,,,,,,,,,"Hue Cottages, Hue Street ",,0401187,GEOMETRYCOLLECTION (POINT (-2.108585 49.185812)),,"Hue Cottages, Hue Street ",
84fa40a0-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-12-02,,,,,Listed building,Government of Jersey,GR0168,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"8, New Road",,0300168,GEOMETRYCOLLECTION (POINT (-2.030485 49.197833)),,8,
06457e90-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,,,,2020-03-06,,,,,Listed building,Government of Jersey,MN0253,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Les Chataignes, La Route des Pelles",,0700253,GEOMETRYCOLLECTION (POINT (-2.038383 49.228953)),,Les Chataignes,
fcad6ae0-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",,,2018-12-19,,,,,Listed building,Government of Jersey,OU0274,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",Richmond Map,,"Le Marais, La Rue des Fouonnaises",,0900274,GEOMETRYCOLLECTION (POINT (-2.212901 49.235745)),,Le Marais,
fcaf9df0-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-20,,,,,,,,,,,,Richmond Map,,"La Ferme Vinchelez, La Rue des Pallières",,0900303,GEOMETRYCOLLECTION (POINT (-2.227253 49.250828)),,La Ferme Vinchelez,
04ad8310-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-29,,,,,Listed building,Government of Jersey,HE0466,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"49, Stopford Road",,0400466,GEOMETRYCOLLECTION (POINT (-2.099864 49.189661)),,49,
0bf24c20-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",,,2018-06-28,,,,,Listed building,Government of Jersey,LA0023,,1. Société Jersiaise 2. Jersey Archive 3. Government of Jersey,,"1. Sites and Monuments Database 2. Report (L/A/06/F/115) 3. Listing photographs, Historic Environment Resurvey",,,"Cap Verde House, La Rue du Cap Verde",,0600023,GEOMETRYCOLLECTION (POINT (-2.14976 49.211431)),,Cap Verde House,
04ad3f80-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-08-29,,,,,Listed building,Government of Jersey,HE0458,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"2-4, Seaton Place",,0400458,GEOMETRYCOLLECTION (POINT (-2.111077 49.185787)),,2-4,
06490750-116c-0138-9144-740f24312a1c,Field Number,St. Martin,Parish,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",,,2020-07-06,,,,,Listed place,Government of Jersey,MN0302,,1. Société Jersiaise 2. Jersey Heritage Archaeology collection,,"1. Sites and Monuments Database 2. Flint (A/0005232-4, A/0005599-600)",,,"St Martin's Arsenal Lithic Scatter, Field MN772",,0700302,GEOMETRYCOLLECTION (POINT (-2.067196 49.227314)),,St Martin's Arsenal Lithic Scatter,
04a915c0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-27,,,,,Listed building,Government of Jersey,HE0341,,1. Government of Jersey 2. Jersey Archive ,,"1. Listing photographs, Historic Environment Resurvey 2. Plans (L/A/06/A/411), documents (L/A/06/A/411, L/A/06/D/411)",,,"2, Mulcaster Street",,0400341,GEOMETRYCOLLECTION (POINT (-2.106209 49.183283)),,2,
04a1e030-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2019-08-19,,,,,Listed building,Government of Jersey,HE0149,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",Richmond Map,,"13, La Colomberie",,0400149,GEOMETRYCOLLECTION (POINT (-2.102383 49.183384)),,13,
85007580-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Burch, J. & Tilling, T. 2015. Douets A Laver. Jersey Lavoirs. The history and location of Jersey Lavoirs. Société Jersiaise, Jersey.",,,2020-12-02,,,,,,,,,,,,,,"Fontaine & Lavoir, Le Boulivot de Bas",,0300295,GEOMETRYCOLLECTION (POINT (-2.068866 49.190178)),,Fontaine & Lavoir,
46b2c1c0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,2019-01-30,,,,,,,,,,,,Coastal Fortification,,Site of Ronez Watch House,,0500276,GEOMETRYCOLLECTION (POINT (-2.152152 49.26134)),,Site of Ronez Watch House,
06421b00-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2019-05-31,,,,,Listed building,Government of Jersey,MN0134,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"La Ferme, La Route des Côtes du Nord",,0700134,GEOMETRYCOLLECTION (POINT (-2.061344 49.235069)),,La Ferme,
45629316-8672-11eb-8701-0275d4869ef4,Postal Address,St. Helier,Parish,"Hotton, C. 1996. Identification of archaeologically sensitive areas within the town of Saint Helier, Jersey, Channel Islands. [Unpublished report]",,,,,,,,,,,,,,,,,Hilgrove Street,,0401380,GEOMETRYCOLLECTION (POINT (-2.104021 49.184302)),,Hilgrove Street,
04bc80b0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-09-10,,,,,Listed building,Government of Jersey,HE0889,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"36, Cleveland Avenue",,0400889,GEOMETRYCOLLECTION (POINT (-2.099858 49.177881)),,36,
04d076c0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-10-21,,,,,Listed building,Government of Jersey,HE1477,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"26, St Mark's Road",,0401477,GEOMETRYCOLLECTION (POINT (-2.101263 49.190416)),,26,
29959840-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Foster, T. 2012. What's Your Street's Story?: Five Oaks. [Unpublished talk] ",,,2020-02-04,,,,,Listed building,Government of Jersey,SA0351,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"East Telephone Exchange, La Rue de la Hambye",,1100351,GEOMETRYCOLLECTION (POINT (-2.053663 49.202617)),,East Telephone Exchange,
84ff02d0-1168-0138-913b-740f24312a1c,Field Number,Grouville,Parish,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",,,2019-02-15,,,,,,Government of Jersey,GR0263,,1. Société Jersiaise ,,1. Sites and Monuments Database ,,,"Clos de la Hougue, Field G830",,0300106,GEOMETRYCOLLECTION (POINT (-2.062664 49.198843)),,Clos de la Hougue,
46adfb00-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,2018-03-22,,,,,Listed building,Government of Jersey,JN0147,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Epsom Lodge, La Grande Route de St. Jean",,0500147,GEOMETRYCOLLECTION (POINT (-2.113772 49.224373)),,Epsom Lodge,
0643f110-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Blackstone, C. & Le Quesne, K. 1999. St Martin, Jersey. The Story of an Island Parish. Phillimore, Chichester. ",,,2019-05-31,,,,,Listed building,Government of Jersey,MN0188,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Cedar Valley, La Rue du Flicquet",,0700188,GEOMETRYCOLLECTION (POINT (-2.025867 49.227662)),,Cedar Valley,
04be7590-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Leerson, M. 2018. What's Your Street's Story?: David Place [Unpublished talk]",,,2019-09-11,,,,,Listed building,Government of Jersey,HE0940,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"13, David Place",,0400940,GEOMETRYCOLLECTION (POINT (-2.102708 49.188329)),,13,
e120d530-193f-0138-c589-740f24312a1c,,St. Helier,Parish,,,,,,,,,,,,,1. Jersey Heritage Archaeology collection 2. Société Jersiaise,,1. Flint flake (A/0003436)  2. Fieldwalking card,,,,,0400994,GEOMETRYCOLLECTION (POINT (-2.123111 49.189948)),,,
0bf4d340-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-06-29,,,,,Listed building,Government of Jersey,LA0096,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Cossipore, La Rue de Haut",,0600096,GEOMETRYCOLLECTION (POINT (-2.14452 49.201395)),,Cossipore,
